cod_ibge_7,uf,regiao,municipio,municipio_norm,populacao_estimada,porte_municipio,ano,pessoas_total,pessoas_setor_publico,pessoas_setor_privado,prop_setor_publico_sobre_total,prop_setor_privado_sobre_total,renda_media_total,renda_media_setor_publico,renda_media_setor_privado,diferenca_renda_publico_privado_rs,diferenca_renda_publico_privado_pct,pessoas_publico_estatutario,pessoas_publico_nao_estatutario,pessoas_empresas_estatais,pessoas_trabalhador_domestico,pessoas_empregador,pessoas_conta_propria,renda_media_publico_estatutario,renda_media_publico_nao_estatutario,renda_media_empresas_estatais,renda_media_trabalhador_domestico,renda_media_empregador,renda_media_conta_propria
2511004,PB,Nordeste,Pedra Branca,pedra_branca,3851,muito_pequeno_ate_10k,2022,966,376,351,0.38923395445134573,0.36335403726708076,1592.76,2354.72,982.82,1371.8999999999996,1.3958812396980114,302,75,,45,9,185,2354.44,2355.88,,416.6,1882.89,1472.52
2511103,PB,Nordeste,Pedra Lavrada,pedra_lavrada,6980,muito_pequeno_ate_10k,2022,1962,519,779,0.26452599388379205,0.39704383282364936,1309.42,2122.64,1046.6,1076.04,1.0281291802025607,346,172,9,118,25,510,2424.42,1516.65,2670.26,358.69,2303.2,1019.98
2511202,PB,Nordeste,Pedras de Fogo,pedras_de_fogo,31356,pequeno_10k_50k,2022,9694,1712,4604,0.17660408500103156,0.47493294821539095,1380.04,2057.01,1306.37,750.6400000000003,0.574599845373057,856,856,12,382,148,2824,2443.28,1670.75,2424.0,737.54,3120.48,1057.49
2511301,PB,Nordeste,Piancó,pianco,17088,pequeno_10k_50k,2022,4438,1182,1634,0.2663361874718342,0.36818386660657954,1572.34,2495.15,1128.1,1367.0500000000002,1.2118163283396863,765,416,4,143,78,1324,2504.56,2477.85,1212.0,406.78,4293.15,1158.39
2511400,PB,Nordeste,Picuí,picui,18862,pequeno_10k_50k,2022,5470,1191,2040,0.21773308957952467,0.37294332723948814,1495.45,2716.58,1056.53,1660.05,1.571228455415369,865,326,33,183,186,1825,2927.94,2154.66,1629.99,546.59,3946.06,1023.11
2511509,PB,Nordeste,Pilar,pilar,12889,pequeno_10k_50k,2022,3061,935,1081,0.30545573342045085,0.35315256452139826,1479.93,2295.55,1216.69,1078.8600000000001,0.886717241039213,651,284,,321,17,707,2612.53,1569.11,,936.45,2187.89,1034.62
2511608,PB,Nordeste,Pilões,piloes,6974,muito_pequeno_ate_10k,2022,1472,405,619,0.2751358695652174,0.4205163043478261,1365.07,2203.2,992.98,1210.2199999999998,1.2187758061592375,298,107,8,51,14,370,2458.64,1494.63,884.78,639.9,4795.68,1021.61
2511707,PB,Nordeste,Pilõezinhos,piloezinhos,5539,muito_pequeno_ate_10k,2022,1702,253,477,0.14864864864864866,0.2802585193889542,1162.47,1728.46,1317.96,410.5,0.31146620534765845,139,114,2,65,3,901,2090.65,1287.0,200.0,538.48,1200.0,968.75
2511806,PB,Nordeste,Pirpirituba,pirpirituba,9411,muito_pequeno_ate_10k,2022,2741,624,1051,0.2276541408245166,0.38343670193360085,1262.33,2083.45,991.12,1092.33,1.1021167971587698,314,310,5,142,41,850,2297.79,1865.91,1200.0,705.65,1715.4,995.03
2511905,PB,Nordeste,Pitimbu,pitimbu,17166,pequeno_10k_50k,2022,6145,1325,2483,0.21562245728234336,0.4040683482506103,1327.48,1936.44,1154.49,781.95,0.6773120598705922,475,850,11,200,195,1923,2363.98,1697.64,756.0,634.07,2210.47,1108.1
2512002,PB,Nordeste,Pocinhos,pocinhos,18038,pequeno_10k_50k,2022,4562,1011,1934,0.22161332748794388,0.42393686979395,1389.99,2171.67,1117.59,1054.0800000000002,0.9431723619574264,584,428,56,115,53,1384,2602.34,1583.51,932.99,494.47,3283.66,1189.19
2512036,PB,Nordeste,Poço Dantas,poco_dantas,3934,muito_pequeno_ate_10k,2022,676,360,163,0.5325443786982249,0.2411242603550296,1611.4,1872.21,956.66,915.5500000000001,0.9570275751050532,206,153,2,11,2,138,2064.04,1614.01,1520.0,107.32,10000.0,1687.0
2512077,PB,Nordeste,Poço de José de Moura,poco_de_jose_de_moura,4126,muito_pequeno_ate_10k,2022,1002,496,288,0.49500998003992014,0.2874251497005988,1536.99,1890.4,992.9,897.5000000000001,0.9039178164971298,147,349,9,76,26,102,2769.27,1518.69,1738.91,428.52,4845.72,1216.75
2512101,PB,Nordeste,Pombal,pombal,33866,pequeno_10k_50k,2022,10993,2175,4369,0.1978531792959156,0.3974347311925771,1682.28,3303.71,1207.66,2096.05,1.7356292333935048,1670,505,12,584,440,3393,3554.38,2475.36,10000.0,491.05,3596.96,1150.21
2512200,PB,Nordeste,Prata,prata,4032,muito_pequeno_ate_10k,2022,1307,377,397,0.2884468247895945,0.30374904361132365,1228.53,1644.37,908.09,736.2799999999999,0.810800691561409,82,294,,61,47,425,2511.06,1402.18,,428.82,2836.22,1091.9
2512309,PB,Nordeste,Princesa Isabel,princesa_isabel,21674,pequeno_10k_50k,2022,6797,1717,2341,0.2526114462262763,0.34441665440635577,1686.45,2633.6,1262.31,1371.29,1.0863337848864383,1119,599,37,386,229,2029,2853.69,2222.28,822.51,420.19,6021.59,1077.66
2512408,PB,Nordeste,Puxinanã,puxinana,14942,pequeno_10k_50k,2022,4164,767,2274,0.18419788664745437,0.5461095100864554,1336.39,2054.53,1212.37,842.1600000000003,0.6946394252579662,447,320,6,203,52,862,2350.44,1640.94,2500.0,833.0,1883.31,1102.99
2512507,PB,Nordeste,Queimadas,queimadas,50698,medio_50k_100k,2022,15507,2050,8449,0.13219836203005095,0.5448507125814148,1329.92,1944.26,1257.85,686.4100000000001,0.5457009977342291,1285,765,35,560,315,4067,2160.87,1580.73,2309.41,720.21,2984.36,1101.45
2512606,PB,Nordeste,Quixaba,quixaba,1803,muito_pequeno_ate_10k,2022,389,148,158,0.38046272493573263,0.40616966580976865,1490.3,1982.39,1278.98,703.4100000000001,0.5499773256814025,116,33,3,8,,72,2177.0,1289.12,1212.0,461.56,,1062.29
2512705,PB,Nordeste,Remígio,remigio,18399,pequeno_10k_50k,2022,5484,1137,1834,0.20733041575492342,0.33442742523705327,1568.35,2852.75,1074.7,1778.05,1.6544617102447194,727,409,15,322,139,2028,3356.41,1958.0,2139.68,569.8,4233.65,1252.95
2512721,PB,Nordeste,Pedro Régis,pedro_regis,5932,muito_pequeno_ate_10k,2022,1061,305,384,0.2874646559849199,0.36192271442035817,1256.98,1889.89,920.03,969.8600000000001,1.0541612773496518,208,97,,48,29,294,2076.95,1489.57,,510.3,5489.47,744.68
2512747,PB,Nordeste,Riachão,riachao,2945,muito_pequeno_ate_10k,2022,616,309,161,0.5016233766233766,0.26136363636363635,1241.18,1598.63,873.22,725.4100000000001,0.830729942053549,152,157,,53,2,91,1778.75,1424.88,,739.48,2424.0,943.58
2512754,PB,Nordeste,Riachão do Bacamarte,riachao_do_bacamarte,4911,muito_pequeno_ate_10k,2022,1043,253,401,0.24256951102588686,0.3844678811121764,1237.33,1674.27,1228.46,445.80999999999995,0.3629015189749767,101,152,7,60,9,313,1695.55,1660.14,985.06,985.23,3961.31,874.38
2512762,PB,Nordeste,Riachão do Poço,riachao_do_poco,4989,muito_pequeno_ate_10k,2022,745,291,297,0.3906040268456376,0.39865771812080536,1263.06,1750.98,1034.99,715.99,0.6917844616856201,267,24,,28,,129,1789.93,1314.03,,428.4,,867.18
2512788,PB,Nordeste,Riacho de Santo Antônio,riacho_de_santo_antonio,2063,muito_pequeno_ate_10k,2022,631,277,168,0.43898573692551507,0.2662440570522979,1454.96,2076.14,1007.62,1068.52,1.0604394513804807,81,195,2,2,4,178,2096.7,2067.56,3500.0,1400.0,3815.79,842.86
2512804,PB,Nordeste,Riacho dos Cavalos,riacho_dos_cavalos,8788,muito_pequeno_ate_10k,2022,2702,423,1321,0.15655070318282754,0.48889711324944485,1068.97,2210.61,825.99,1384.6200000000001,1.6763156938945993,347,76,,91,54,808,2456.0,1087.98,,573.57,2135.58,823.88
2512903,PB,Nordeste,Rio Tinto,rio_tinto,25500,pequeno_10k_50k,2022,8497,1839,3524,0.21642932799811698,0.41473461221607627,1599.98,2506.09,1490.94,1015.1500000000001,0.6808791768951132,884,954,35,252,112,2688,2873.34,2165.82,2721.33,851.46,2823.66,1083.68
2513000,PB,Nordeste,Salgadinho,salgadinho,3435,muito_pequeno_ate_10k,2022,769,351,318,0.4564369310793238,0.4135240572171652,1415.21,2021.75,737.07,1284.6799999999998,1.7429552145657805,166,185,,7,30,58,2451.63,1634.71,,452.41,2324.48,960.09
2513109,PB,Nordeste,Salgado de São Félix,salgado_de_sao_felix,11741,pequeno_10k_50k,2022,2466,922,613,0.37388483373884834,0.24858069748580697,1276.28,1688.89,1172.74,516.1500000000001,0.4401231304466464,415,507,15,89,17,799,1846.73,1559.71,1189.84,616.43,7596.5,760.5
2513158,PB,Nordeste,Santa Cecília,santa_cecilia,8113,muito_pequeno_ate_10k,2022,2564,391,1424,0.15249609984399376,0.5553822152886115,973.13,1996.08,622.34,1373.7399999999998,2.2073786033357967,207,184,13,21,76,639,2505.39,1422.08,1427.33,285.61,3426.18,851.66
2513208,PB,Nordeste,Santa Cruz,santa_cruz,6013,muito_pequeno_ate_10k,2022,1356,394,411,0.29056047197640117,0.3030973451327434,1343.14,1802.46,1115.99,686.47,0.615121999301069,240,154,,98,53,401,2035.95,1438.38,,446.39,4082.72,982.02
2513307,PB,Nordeste,Santa Helena,santa_helena,6023,muito_pequeno_ate_10k,2022,1742,423,404,0.2428243398392652,0.23191733639494833,1166.79,2080.07,1078.52,1001.5500000000002,0.9286336831954902,308,116,15,85,9,805,2212.45,1728.09,2552.37,387.84,2261.76,774.27
2513356,PB,Nordeste,Santa Inês,santa_ines,3256,muito_pequeno_ate_10k,2022,802,293,221,0.3653366583541147,0.27556109725685785,1490.76,2364.35,884.24,1480.11,1.673878132633674,171,123,,24,15,248,2296.5,2458.87,,378.97,1392.85,1114.08
2513406,PB,Nordeste,Santa Luzia,santa_luzia,15418,pequeno_10k_50k,2022,6306,944,2594,0.14969869965112592,0.41135426577862355,1526.69,2601.57,1335.17,1266.4,0.94849345027225,640,304,17,321,238,2182,2764.24,2258.91,4177.98,599.77,2933.4,1238.27
2513505,PB,Nordeste,Santana de Mangueira,santana_de_mangueira,5090,muito_pequeno_ate_10k,2022,829,456,120,0.5500603136308806,0.14475271411338964,1901.44,2140.54,892.12,1248.42,1.3993857328610502,224,233,4,43,6,200,2664.41,1636.13,5000.0,394.57,49239.72,826.12
2513604,PB,Nordeste,Santana dos Garrotes,santana_dos_garrotes,6618,muito_pequeno_ate_10k,2022,1233,469,314,0.38037307380373075,0.2546634225466342,1421.72,1833.14,1170.81,662.3300000000002,0.5657023769868725,326,143,3,93,25,327,1784.06,1945.27,900.0,277.28,3285.74,1236.54
2513653,PB,Nordeste,Joca Claudino,joca_claudino,2607,muito_pequeno_ate_10k,2022,487,317,73,0.6509240246406571,0.14989733059548255,1489.47,1829.26,925.09,904.17,0.9773859840664152,110,208,,22,7,68,2322.6,1568.86,,318.15,1674.36,873.23
2513703,PB,Nordeste,Santa Rita,santa_rita,160852,grande_acima_100k,2022,53610,3872,32475,0.07222533109494497,0.6057638500279798,1544.38,2481.33,1458.99,1022.3399999999999,0.7007176197232332,2754,1118,75,2152,615,14069,2738.2,1848.58,4687.04,996.02,5124.0,1350.78
2513802,PB,Nordeste,Santa Teresinha,santa_teresinha,4492,muito_pequeno_ate_10k,2022,1290,353,525,0.27364341085271315,0.4069767441860465,1345.46,2122.22,1134.32,987.8999999999999,0.8709182593977007,159,193,2,45,9,352,2410.35,1884.89,1212.0,768.93,3061.9,895.38
2513851,PB,Nordeste,Santo André,santo_andre,2708,muito_pequeno_ate_10k,2022,660,273,162,0.41363636363636364,0.24545454545454545,1373.63,2043.09,726.97,1316.12,1.8104185867367288,92,182,2,37,4,179,2426.58,1849.75,180.0,234.72,2315.96,1138.38
2513901,PB,Nordeste,São Bento,sao_bento,33845,pequeno_10k_50k,2022,12765,1309,7091,0.10254602428515472,0.5555033294163729,1327.35,2205.01,1063.89,1141.1200000000001,1.0725920912876332,935,373,14,323,406,3622,2424.8,1654.49,1212.0,553.68,4248.17,1267.97
2513927,PB,Nordeste,São Bentinho,sao_bentinho,4490,muito_pequeno_ate_10k,2022,1196,352,482,0.29431438127090304,0.40301003344481606,1201.79,1715.28,885.21,830.0699999999999,0.9377096960043378,200,152,10,56,23,274,1809.86,1590.74,1137.52,342.63,2626.0,1155.5
2513943,PB,Nordeste,São Domingos do Cariri,sao_domingos_do_cariri,2688,muito_pequeno_ate_10k,2022,850,204,339,0.24,0.3988235294117647,1086.39,1874.64,709.32,1165.3200000000002,1.6428692268651668,119,85,8,13,25,261,2078.27,1590.56,653.95,411.39,2114.74,906.93
2513968,PB,Nordeste,São Domingos,sao_domingos,2624,muito_pequeno_ate_10k,2022,470,191,159,0.40638297872340423,0.3382978723404255,1108.59,1568.25,847.29,720.96,0.8509011082392097,186,4,,10,,111,1578.17,1152.79,,335.89,,760.19
2513984,PB,Nordeste,São Francisco,sao_francisco,3176,muito_pequeno_ate_10k,2022,743,206,244,0.2772543741588156,0.3283983849259758,1351.53,2133.62,1056.56,1077.06,1.019402589535852,192,13,,93,,198,2125.62,2247.46,,1336.93,,911.87
2514008,PB,Nordeste,São João do Cariri,sao_joao_do_cariri,4345,muito_pequeno_ate_10k,2022,1497,452,484,0.301937207748831,0.32331329325317304,1298.79,1883.32,941.18,942.14,1.0010199961750144,195,257,29,65,45,422,2191.41,1649.05,1497.7,532.52,2927.65,1013.9
2514107,PB,Nordeste,São João do Tigre,sao_joao_do_tigre,4359,muito_pequeno_ate_10k,2022,1148,376,408,0.32752613240418116,0.3554006968641115,955.69,1842.24,452.65,1389.5900000000001,3.0698994808350824,163,213,,20,2,343,2058.17,1676.75,,518.38,2500.0,597.52
2514206,PB,Nordeste,São José da Lagoa Tapada,sao_jose_da_lagoa_tapada,7251,muito_pequeno_ate_10k,2022,1681,404,691,0.24033313503866746,0.41106484235574065,1224.1,2150.87,910.98,1239.8899999999999,1.3610507365694087,177,227,,137,43,406,2515.42,1866.08,,349.21,3791.33,856.9
2514305,PB,Nordeste,São José de Caiana,sao_jose_de_caiana,4966,muito_pequeno_ate_10k,2022,1056,319,262,0.3020833333333333,0.2481060606060606,1411.64,2080.06,1387.37,692.69,0.49928281568723554,190,128,,42,10,423,2287.93,1772.16,,446.37,4071.12,953.77
2514404,PB,Nordeste,São José de Espinharas,sao_jose_de_espinharas,4056,muito_pequeno_ate_10k,2022,1063,290,457,0.27281279397930386,0.4299153339604892,1365.05,2152.74,936.44,1216.2999999999997,1.298855238990218,184,106,,39,27,243,2330.22,1843.29,,517.82,3714.25,1054.27
2514453,PB,Nordeste,São José dos Ramos,sao_jose_dos_ramos,6137,muito_pequeno_ate_10k,2022,1113,396,422,0.3557951482479784,0.37915543575920935,1357.62,1668.74,1211.77,456.97,0.3771095174826906,171,224,,68,28,199,1674.25,1664.53,,960.57,483.4,1307.09
2514503,PB,Nordeste,São José de Piranhas,sao_jose_de_piranhas,19561,pequeno_10k_50k,2022,6147,1027,2348,0.1670733691231495,0.38197494712868063,1306.59,2936.44,1136.91,1799.53,1.58282537755847,711,316,,585,105,2048,3244.45,2244.02,,450.7,2004.52,844.2
2514552,PB,Nordeste,São José de Princesa,sao_jose_de_princesa,3323,muito_pequeno_ate_10k,2022,626,136,324,0.21725239616613418,0.5175718849840255,1101.07,1513.85,825.09,688.7599999999999,0.8347695402925739,26,109,2,10,15,139,2138.22,1364.21,500.0,627.62,4583.66,1002.3
2514602,PB,Nordeste,São José do Bonfim,sao_jose_do_bonfim,3337,muito_pequeno_ate_10k,2022,1155,256,549,0.22164502164502164,0.4753246753246753,1040.54,1437.05,997.22,439.8299999999999,0.4410561360582419,62,194,,,4,343,2464.31,1107.97,,,1000.0,772.77
2514651,PB,Nordeste,São José do Brejo do Cruz,sao_jose_do_brejo_do_cruz,1750,muito_pequeno_ate_10k,2022,404,242,59,0.599009900990099,0.14603960396039603,1341.93,1595.14,1174.36,420.7800000000002,0.3583058006062878,103,139,,10,3,91,1984.19,1306.9,,589.65,3000.0,811.59
2514701,PB,Nordeste,São José do Sabugi,sao_jose_do_sabugi,4283,muito_pequeno_ate_10k,2022,1629,383,584,0.23511356660527932,0.35850214855739715,1265.01,2193.7,924.85,1268.85,1.3719522084662374,171,213,,81,63,515,3232.54,1359.16,,466.75,2762.24,894.14
2514800,PB,Nordeste,São José dos Cordeiros,sao_jose_dos_cordeiros,3462,muito_pequeno_ate_10k,2022,847,262,248,0.30932703659976385,0.29279811097992914,1024.53,1617.7,871.39,746.3100000000001,0.8564592203261456,140,122,,88,6,243,2033.47,1138.89,,456.81,1340.03,738.82
2514909,PB,Nordeste,São Mamede,sao_mamede,7629,muito_pequeno_ate_10k,2022,2706,699,730,0.2583148558758315,0.2697708795269771,1405.71,2022.4,1059.19,963.21,0.9093835855701053,256,443,,112,89,1073,2693.84,1634.07,,1051.48,4036.38,1051.0
2515005,PB,Nordeste,São Miguel de Taipu,sao_miguel_de_taipu,7307,muito_pequeno_ate_10k,2022,1435,444,574,0.30940766550522647,0.4,1564.62,2111.81,1151.5,960.31,0.8339643942683457,227,217,9,50,13,345,2794.26,1397.72,985.34,738.43,5853.49,1524.7
2515104,PB,Nordeste,São Sebastião de Lagoa de Roça,sao_sebastiao_de_lagoa_de_roca,11387,pequeno_10k_50k,2022,3776,578,1592,0.1530720338983051,0.4216101694915254,1289.3,2465.22,1148.76,1316.4599999999998,1.145983495247049,363,215,10,221,57,1311,2974.41,1606.21,1720.62,737.28,3142.01,937.28
2515203,PB,Nordeste,São Sebastião do Umbuzeiro,sao_sebastiao_do_umbuzeiro,3382,muito_pequeno_ate_10k,2022,747,287,186,0.38420348058902276,0.24899598393574296,1155.94,1658.88,815.34,843.5400000000001,1.034586798145559,173,114,,22,5,248,1984.57,1163.72,,540.05,6000.0,792.18
2515302,PB,Nordeste,Sapé,sape,53457,medio_50k_100k,2022,14731,2465,6572,0.1673341931980178,0.4461340031226665,1450.56,2019.58,1254.95,764.6299999999999,0.6092912068209888,1588,876,97,434,375,4751,2291.57,1526.45,1394.19,795.51,4724.33,1215.68
2515401,PB,Nordeste,São Vicente do Seridó,sao_vicente_do_serido,10652,pequeno_10k_50k,2022,1918,479,764,0.2497393117831074,0.3983315954118874,1269.15,2020.11,1137.65,882.4599999999998,0.7756867226299826,303,175,,111,14,549,2338.01,1470.6,,643.06,3239.95,872.58
2515500,PB,Nordeste,Serra Branca,serra_branca,14131,pequeno_10k_50k,2022,4314,1101,1274,0.25521557719054244,0.2953175707000464,1190.2,1909.12,1021.05,888.0699999999999,0.8697615200039175,581,520,9,221,133,1576,2371.84,1391.62,984.03,629.95,2291.48,811.39
2515609,PB,Nordeste,Serra da Raiz,serra_da_raiz,3156,muito_pequeno_ate_10k,2022,833,277,283,0.3325330132052821,0.3397358943577431,1465.11,1889.29,1124.79,764.5,0.6796824296090827,108,169,,28,19,226,2162.45,1715.38,,584.84,1682.25,1463.58
2515708,PB,Nordeste,Serra Grande,serra_grande,3056,muito_pequeno_ate_10k,2022,811,235,291,0.28976572133168926,0.3588162762022195,1300.62,2429.49,791.08,1638.4099999999999,2.071105324366688,229,7,,54,6,224,2464.41,1212.0,,391.32,7331.87,841.57
2515807,PB,Nordeste,Serra Redonda,serra_redonda,6975,muito_pequeno_ate_10k,2022,1980,427,804,0.21565656565656566,0.40606060606060607,1224.82,1697.19,1093.64,603.55,0.5518726454774878,245,182,19,77,42,607,1930.6,1384.16,2350.22,302.39,6089.89,804.57
2515906,PB,Nordeste,Serraria,serraria,4754,muito_pequeno_ate_10k,2022,1295,484,382,0.37374517374517374,0.29498069498069496,1138.73,1659.68,945.84,713.84,0.7547153852660069,232,252,3,76,3,345,2218.12,1143.81,480.0,387.7,2000.0,777.73
2515930,PB,Nordeste,Sertãozinho,sertaozinho,5332,muito_pequeno_ate_10k,2022,1520,512,516,0.3368421052631579,0.3394736842105263,1348.34,2041.54,1066.91,974.6299999999999,0.9135072311628907,193,319,6,52,30,395,2435.51,1802.95,1112.17,370.66,2412.41,838.78
2515971,PB,Nordeste,Sobrado,sobrado,8646,muito_pequeno_ate_10k,2022,2195,480,905,0.21867881548974943,0.4123006833712984,1196.8,2168.93,941.51,1227.4199999999998,1.303671761319582,255,225,11,116,8,674,2610.71,1667.91,651.68,824.89,5287.4,869.07
2516003,PB,Nordeste,Solânea,solanea,27748,pequeno_10k_50k,2022,9053,1235,3685,0.13641886667403072,0.40704738760631837,1451.81,3264.57,1119.4,2145.17,1.9163569769519384,868,366,5,448,231,3440,3674.75,2292.33,2000.0,547.63,3859.5,1103.69
2516102,PB,Nordeste,Soledade,soledade,14409,pequeno_10k_50k,2022,3895,704,1529,0.18074454428754813,0.3925545571245186,1410.57,2226.55,991.74,1234.8100000000002,1.2450944804081718,539,165,13,162,158,1313,2264.62,2102.58,4445.42,553.07,5432.85,1030.24
2516151,PB,Nordeste,Sossêgo,sossego,3476,muito_pequeno_ate_10k,2022,716,326,207,0.4553072625698324,0.28910614525139666,1258.26,1595.09,784.37,810.7199999999999,1.0335938396420055,154,173,,30,,153,1966.51,1264.37,,365.48,,1354.71
