cod_ibge_7,uf,regiao,municipio,municipio_norm,populacao_estimada,porte_municipio,ano,pessoas_total,pessoas_setor_publico,pessoas_setor_privado,prop_setor_publico_sobre_total,prop_setor_privado_sobre_total,renda_media_total,renda_media_setor_publico,renda_media_setor_privado,diferenca_renda_publico_privado_rs,diferenca_renda_publico_privado_pct,pessoas_publico_estatutario,pessoas_publico_nao_estatutario,pessoas_empresas_estatais,pessoas_trabalhador_domestico,pessoas_empregador,pessoas_conta_propria,renda_media_publico_estatutario,renda_media_publico_nao_estatutario,renda_media_empresas_estatais,renda_media_trabalhador_domestico,renda_media_empregador,renda_media_conta_propria
1100015,RO,Norte,Alta Floresta D'Oeste,alta_floresta_d_oeste,22787,pequeno_10k_50k,2022,8962,1667,3739,0.18600758759205535,0.41720598080785537,2154.81,3290.91,1573.34,1717.57,1.0916712217321112,1460,208,,450,238,2831,3478.34,1972.7,,1039.27,5218.75,2148.83
1100023,RO,Norte,Ariquemes,ariquemes,109170,grande_acima_100k,2022,45642,5925,22754,0.12981464440646773,0.4985320538100872,2569.41,4055.0,2005.54,2049.46,1.021899338831437,4787,1139,120,2094,1802,12790,4431.37,2472.73,2836.64,1111.86,5865.84,2602.48
1100031,RO,Norte,Cabixi,cabixi,5664,muito_pequeno_ate_10k,2022,2286,495,773,0.21653543307086615,0.33814523184601925,2281.93,2992.25,1794.31,1197.94,0.6676326833155921,377,118,7,81,33,894,3066.64,2754.03,7273.98,944.64,10187.29,2094.35
1100049,RO,Norte,Cacoal,cacoal,98280,medio_50k_100k,2022,39994,6052,19272,0.1513226984047607,0.4818722808421263,2781.78,4707.45,2006.61,2700.84,1.3459715639810428,4861,1191,74,2128,1994,10399,5003.18,3500.91,1584.07,969.87,6899.65,2658.22
1100056,RO,Norte,Cerejeiras,cerejeiras,16966,pequeno_10k_50k,2022,7172,1189,3169,0.1657836029001673,0.44185722253206916,2741.65,3805.64,1915.47,1890.1699999999998,0.9867917534599862,1000,189,19,354,308,2119,3618.26,4795.91,2766.05,898.56,10091.11,2599.35
1100064,RO,Norte,Colorado do Oeste,colorado_do_oeste,16508,pequeno_10k_50k,2022,7235,1570,2691,0.21700069108500344,0.37194194885970977,2753.72,4084.36,1908.15,2176.21,1.1404816183214108,1283,288,81,444,236,2207,4282.92,3199.84,2568.84,860.07,7678.36,2692.38
1100072,RO,Norte,Corumbiara,corumbiara,7968,muito_pequeno_ate_10k,2022,3320,472,1239,0.14216867469879518,0.37319277108433735,2202.29,2821.67,1974.63,847.04,0.42896137504241305,367,105,,67,43,1499,2994.52,2220.08,,757.0,8546.61,2079.96
1100080,RO,Norte,Costa Marques,costa_marques,13510,pequeno_10k_50k,2022,5119,900,1768,0.1758155889822231,0.345379957022856,2001.88,2887.51,1366.91,1520.6000000000001,1.1124360784543241,690,210,44,331,122,1913,3276.4,1610.07,1578.33,823.28,7482.55,2013.47
1100098,RO,Norte,Espigão D'Oeste,espigao_d_oeste,32842,pequeno_10k_50k,2022,13036,1558,6563,0.1195151887081927,0.5034519791347039,2389.36,3344.23,1823.76,1520.47,0.8337007062332764,1226,332,54,518,472,3846,3634.44,2272.51,2952.92,924.14,7323.39,2516.11
1100106,RO,Norte,Guajará-Mirim,guajara_mirim,43594,pequeno_10k_50k,2022,13578,2826,4511,0.20813079982324348,0.3322286050964796,2261.61,3662.41,1694.39,1968.0199999999998,1.1614917462921759,2385,440,132,698,502,4380,4016.75,1743.09,1347.43,910.75,6451.99,1468.48
1100114,RO,Norte,Jaru,jaru,55682,medio_50k_100k,2022,20997,2681,9721,0.1276849073677192,0.4629709006048483,2550.38,3698.34,1935.42,1762.92,0.9108720587779398,2134,547,122,851,749,6837,3715.79,3630.27,4351.39,955.44,8600.4,2470.8
1100122,RO,Norte,Ji-Paraná,ji_parana,140101,grande_acima_100k,2022,57338,7172,29608,0.12508284209424814,0.5163765739997908,2550.73,4252.71,2017.37,2235.34,1.1080466151474444,5953,1219,121,1778,2059,16411,4347.32,3790.72,2145.57,927.42,6180.41,2462.76
1100130,RO,Norte,Machadinho D'Oeste,machadinho_d_oeste,34149,pequeno_10k_50k,2022,11820,1710,4595,0.1446700507614213,0.38874788494077833,1977.88,2772.41,1583.4,1189.0099999999998,0.7509220664393077,1134,576,91,657,316,4407,3167.58,1993.89,1927.21,757.37,4828.66,2035.8
1100148,RO,Norte,Nova Brasilândia D'Oeste,nova_brasilandia_d_oeste,16374,pequeno_10k_50k,2022,4705,719,1769,0.1528161530286929,0.3759829968119022,2136.31,3177.74,1656.03,1521.7099999999998,0.9188903582664565,552,168,60,241,119,1780,3626.29,1701.21,2140.09,703.56,4299.75,2176.05
1100155,RO,Norte,Ouro Preto do Oeste,ouro_preto_do_oeste,38684,pequeno_10k_50k,2022,14745,2218,6219,0.15042387249915226,0.42177009155645984,2469.95,3456.78,2048.02,1408.7600000000002,0.6878643763244501,1664,554,22,350,519,5309,3566.17,3128.29,4346.87,912.65,5425.25,2299.2
1100189,RO,Norte,Pimenta Bueno,pimenta_bueno,39220,pequeno_10k_50k,2022,15109,2250,8101,0.1489178635250513,0.5361704944073069,2383.57,3821.16,1911.1,1910.06,0.9994558107895977,1845,406,35,767,273,3639,3666.75,4523.01,3629.7,942.78,8000.52,2379.2
1100205,RO,Norte,Porto Velho,porto_velho,517709,grande_acima_100k,2022,190586,37174,85421,0.19505105306790635,0.44820186162677217,2842.89,4982.92,2081.31,2901.61,1.3941267759247782,30259,6914,719,7728,4518,52216,5348.49,3383.08,3205.23,1137.24,8075.2,2203.38
1100254,RO,Norte,Presidente Médici,presidente_medici,20443,pequeno_10k_50k,2022,7112,1445,2690,0.20317772778402698,0.3782339707536558,2293.82,3733.42,1804.16,1929.26,1.0693397481376374,1249,195,16,323,122,2482,3760.23,3561.95,1097.56,1016.02,4390.31,2015.3
1100262,RO,Norte,Rio Crespo,rio_crespo,3767,muito_pequeno_ate_10k,2022,1513,336,613,0.22207534699272968,0.4051553205551884,2243.23,2655.81,2014.42,641.3899999999999,0.31839934075316956,117,218,3,88,10,464,3263.6,2329.7,1212.0,887.52,4701.52,2460.03
1100288,RO,Norte,Rolim de Moura,rolim_de_moura,62959,medio_50k_100k,2022,26307,3874,12667,0.14726118523586879,0.4815068232789752,2490.1,4259.07,1942.61,2316.46,1.1924472745430115,3118,756,,751,925,8018,4514.45,3206.5,,1086.79,5352.97,2282.53
1100296,RO,Norte,Santa Luzia D'Oeste,santa_luzia_d_oeste,7837,muito_pequeno_ate_10k,2022,2553,635,989,0.24872698785742264,0.38738738738738737,2014.01,2817.98,1760.03,1057.95,0.6010977085617859,479,156,,150,33,745,3112.23,1917.0,,773.46,6098.84,1733.55
1100304,RO,Norte,Vilhena,vilhena,109651,grande_acima_100k,2022,44608,5331,24404,0.11950771162123386,0.5470767575322812,2842.63,4670.73,2281.96,2388.7699999999995,1.0468062542726426,4605,725,49,1413,1640,11557,4964.7,2804.69,1781.15,971.78,7464.04,2690.4
1100320,RO,Norte,São Miguel do Guaporé,sao_miguel_do_guapore,22305,pequeno_10k_50k,2022,9200,1235,4578,0.1342391304347826,0.4976086956521739,2296.75,3361.04,1930.19,1430.85,0.7413000792668079,869,365,19,1132,446,1697,3659.0,2651.95,594.5,1233.95,4691.0,2470.62
1100338,RO,Norte,Nova Mamoré,nova_mamore,28701,pequeno_10k_50k,2022,10630,1162,3312,0.10931326434619003,0.31157102539981185,2188.62,2918.33,1545.03,1373.3,0.8888500546914946,765,398,45,554,309,5186,3235.81,2307.76,1714.91,739.18,6874.53,2303.74
1100346,RO,Norte,Alvorada D'Oeste,alvorada_d_oeste,13720,pequeno_10k_50k,2022,4912,1059,2050,0.21559446254071662,0.4173452768729642,2420.67,3391.34,1628.9,1762.44,1.0819817054453926,906,153,9,265,136,1386,3589.99,2212.34,2680.49,803.78,8451.68,2550.03
1100379,RO,Norte,Alto Alegre dos Parecis,alto_alegre_dos_parecis,12237,pequeno_10k_50k,2022,4790,735,1190,0.1534446764091858,0.24843423799582465,2116.48,2773.87,1658.82,1115.05,0.672194692612821,584,152,5,184,140,2535,3031.86,1779.7,1200.0,728.07,6952.35,1975.42
1100403,RO,Norte,Alto Paraíso,alto_paraiso,17467,pequeno_10k_50k,2022,5842,772,2628,0.13214652516261555,0.4498459431701472,2471.28,2623.42,1851.64,771.78,0.41680888293620777,536,236,17,130,225,2070,2941.91,1899.75,3000.0,999.37,7844.11,2704.77
1100452,RO,Norte,Buritis,buritis,30649,pequeno_10k_50k,2022,12169,1696,5240,0.1393705316788561,0.4306023502342017,2229.64,3282.64,1644.81,1637.83,0.9957563487576073,1278,418,10,755,477,3990,3488.43,2652.89,3300.0,887.03,4589.39,2519.34
1100502,RO,Norte,Novo Horizonte do Oeste,novo_horizonte_do_oeste,7972,muito_pequeno_ate_10k,2022,2621,567,684,0.21632964517359787,0.2609690957649752,2193.14,2841.75,1849.22,992.53,0.5367289992537394,367,201,25,135,71,1139,3255.63,2084.76,2138.74,911.4,5412.96,2029.33
1100601,RO,Norte,Cacaulândia,cacaulandia,4292,muito_pequeno_ate_10k,2022,1358,349,516,0.25699558173784975,0.3799705449189985,2322.91,2958.19,1761.1,1197.0900000000001,0.6797399352677305,336,13,3,112,26,353,2999.56,1864.31,600.0,949.24,5501.08,2730.61
1100700,RO,Norte,Campo Novo de Rondônia,campo_novo_de_rondonia,9095,muito_pequeno_ate_10k,2022,3200,550,923,0.171875,0.2884375,2109.55,2735.0,1613.12,1121.88,0.6954721285459236,367,183,10,303,45,1370,3089.65,2023.49,900.55,960.74,4452.12,2377.91
1100809,RO,Norte,Candeias do Jamari,candeias_do_jamari,24313,pequeno_10k_50k,2022,8257,1128,3646,0.13661136005813249,0.44156473295385734,1819.7,2883.14,1644.5,1238.6399999999999,0.753201581027668,801,326,60,521,183,2689,3194.67,2118.02,2213.38,807.65,3685.41,1658.7
1100908,RO,Norte,Castanheiras,castanheiras,3450,muito_pequeno_ate_10k,2022,1255,333,383,0.2653386454183267,0.3051792828685259,1940.64,2435.86,1627.98,807.8800000000001,0.49624688263983585,200,134,,44,17,477,2798.68,1894.99,,731.33,5941.84,1816.41
1100924,RO,Norte,Chupinguaia,chupinguaia,10191,pequeno_10k_50k,2022,4281,736,2224,0.1719224480261621,0.5195047886007942,2427.05,3322.68,2226.68,1096.0,0.4922126214813085,517,219,6,66,36,1201,3661.12,2526.29,1500.0,904.6,5249.55,2213.79
1100940,RO,Norte,Cujubim,cujubim,15877,pequeno_10k_50k,2022,6114,677,2628,0.11072947333987569,0.42983316977428854,2242.95,2746.11,1814.14,931.97,0.5137255118127597,477,200,10,483,217,2075,3133.91,1822.57,500.0,1003.64,4940.36,2621.84
1101005,RO,Norte,Governador Jorge Teixeira,governador_jorge_teixeira,8340,muito_pequeno_ate_10k,2022,2253,497,610,0.2205947625388371,0.2707501109631602,2230.38,2657.81,1536.51,1121.3,0.7297707141509004,394,102,,39,62,1046,2671.38,2605.43,,1289.96,4368.33,2340.1
1101104,RO,Norte,Itapuã do Oeste,itapua_do_oeste,9228,muito_pequeno_ate_10k,2022,3257,493,1255,0.1513662879950875,0.3853239177156893,2035.49,2751.81,1888.29,863.52,0.4573026388955086,338,155,5,62,60,1382,2950.86,2317.93,1500.0,626.14,4282.36,1881.8
1101203,RO,Norte,Ministro Andreazza,ministro_andreazza,6519,muito_pequeno_ate_10k,2022,2254,452,762,0.2005323868677906,0.3380656610470275,2356.05,2761.15,1641.61,1119.5400000000002,0.6819768398096993,426,27,11,196,85,748,2721.34,3400.11,1297.53,811.18,4772.5,2986.42
1101302,RO,Norte,Mirante da Serra,mirante_da_serra,9657,muito_pequeno_ate_10k,2022,3079,547,978,0.17765508281909712,0.3176355959727184,2087.81,2662.47,1389.39,1273.0799999999997,0.9162870036490831,418,129,,139,88,1322,3054.09,1397.54,,728.0,4497.19,2339.43
1101401,RO,Norte,Monte Negro,monte_negro,12168,pequeno_10k_50k,2022,4496,781,1529,0.1737099644128114,0.3400800711743772,2269.14,2836.62,1651.53,1185.09,0.7175709796370637,512,270,,232,141,1801,3096.78,2342.82,,881.55,4662.1,2515.24
1101435,RO,Norte,Nova União,nova_uniao,6541,muito_pequeno_ate_10k,2022,2124,335,647,0.15772128060263654,0.3046139359698682,1735.06,2405.49,1220.14,1185.3499999999997,0.9714868785549196,254,81,,85,46,1011,2562.16,1912.04,,581.5,4761.51,1801.73
1101450,RO,Norte,Parecis,parecis,4372,muito_pequeno_ate_10k,2022,1437,312,592,0.21711899791231734,0.41196938065414057,2133.12,2996.54,1819.67,1176.87,0.6467491358323212,233,79,6,36,,492,2985.48,3029.35,1929.74,1170.53,,2035.46
1101468,RO,Norte,Pimenteiras do Oeste,pimenteiras_do_oeste,2309,muito_pequeno_ate_10k,2022,708,130,293,0.18361581920903955,0.4138418079096045,1924.13,2332.8,1917.6,415.2000000000003,0.21652065081351712,103,28,,147,13,125,2456.73,1870.51,,1143.51,3568.11,2263.92
1101476,RO,Norte,Primavera de Rondônia,primavera_de_rondonia,3268,muito_pequeno_ate_10k,2022,822,274,187,0.3333333333333333,0.22749391727493917,1984.09,2278.03,2064.32,213.71000000000004,0.1035256161835374,139,135,7,54,8,287,2313.35,2241.62,1435.27,844.4,5000.0,1749.15
1101484,RO,Norte,São Felipe D'Oeste,sao_felipe_d_oeste,5588,muito_pequeno_ate_10k,2022,2056,459,719,0.2232490272373541,0.34970817120622566,2366.88,3146.09,1816.35,1329.7400000000002,0.7320945852946845,355,104,3,55,73,747,3124.21,3220.88,2750.0,804.46,7634.87,2013.5
1101492,RO,Norte,São Francisco do Guaporé,sao_francisco_do_guapore,17557,pequeno_10k_50k,2022,7249,1274,2712,0.1757483790867706,0.3741205683542558,2036.12,2834.75,1748.77,1085.98,0.6209964718058978,832,442,25,311,224,2691,3284.37,1987.82,1690.0,890.26,3472.55,1954.42
1101500,RO,Norte,Seringueiras,seringueiras,12965,pequeno_10k_50k,2022,3744,586,1560,0.15651709401709402,0.4166666666666667,2091.53,2944.96,1663.24,1281.72,0.7706163872922729,400,186,6,370,189,1026,3038.27,2743.68,3300.0,1026.57,3121.6,2426.48
1101559,RO,Norte,Teixeirópolis,teixeiropolis,4521,muito_pequeno_ate_10k,2022,1628,316,621,0.1941031941031941,0.38144963144963145,2034.01,2416.45,1680.31,736.1399999999999,0.4380977319661252,186,131,59,240,16,375,2751.1,1940.84,1901.92,1059.29,13528.3,2453.89
1101609,RO,Norte,Theobroma,theobroma,8459,muito_pequeno_ate_10k,2022,2727,609,993,0.22332233223322331,0.3641364136413641,2226.11,2272.36,1426.36,846.0000000000002,0.593118146891388,484,124,,122,54,949,2418.92,1701.74,,890.83,11337.13,2684.99
1101708,RO,Norte,Urupá,urupa,11314,pequeno_10k_50k,2022,4124,627,1764,0.1520368574199806,0.4277400581959263,2120.53,2794.96,1802.17,992.79,0.5508858764711431,530,97,6,92,112,1515,2930.78,2054.64,1600.0,881.32,2731.79,2195.43
1101757,RO,Norte,Vale do Anari,vale_do_anari,8220,muito_pequeno_ate_10k,2022,2857,503,894,0.176058802940147,0.3129156457822891,2076.36,2648.19,1684.78,963.4100000000001,0.571831337029167,375,128,,160,21,1279,2784.72,2248.75,,1176.52,5625.92,2179.51
1101807,RO,Norte,Vale do Paraíso,vale_do_paraiso,6790,muito_pequeno_ate_10k,2022,2324,460,726,0.19793459552495696,0.3123924268502582,2162.32,2428.82,1375.84,1052.9800000000002,0.765336085591348,285,176,3,52,71,1013,2809.73,1811.74,800.0,579.73,5814.14,2434.66
1200013,AC,Norte,Acrelândia,acrelandia,14712,pequeno_10k_50k,2022,5189,803,2058,0.15475043360955867,0.39660820967431104,1665.62,2325.8,1416.98,908.8200000000002,0.6413781422461857,422,381,4,213,92,2004,2513.79,2117.81,1200.0,581.68,7163.28,1496.05
1200054,AC,Norte,Assis Brasil,assis_brasil,8648,muito_pequeno_ate_10k,2022,2359,781,441,0.331072488342518,0.18694362017804153,1826.55,2602.93,1425.93,1176.9999999999998,0.8254262130679624,447,334,32,254,28,780,3104.03,1932.52,1847.45,826.87,2463.88,1535.48
1200104,AC,Norte,Brasiléia,brasileia,28028,pequeno_10k_50k,2022,9394,1686,3848,0.17947626144347456,0.40962316372152435,1805.6,2842.39,1465.78,1376.61,0.9391654955041002,1321,365,22,782,172,2873,3186.01,1598.46,1124.68,835.83,7020.95,1598.94
1200138,AC,Norte,Bujari,bujari,13928,pequeno_10k_50k,2022,3273,696,1623,0.21264894592117323,0.49587534372135655,1689.45,2716.87,1333.06,1383.81,1.0380703044124044,534,162,19,335,44,520,2923.39,2034.98,506.92,781.12,3891.72,1523.78
1200179,AC,Norte,Capixaba,capixaba,10981,pequeno_10k_50k,2022,3328,549,1442,0.16496394230769232,0.4332932692307692,1561.6,2417.76,1375.24,1042.5200000000002,0.7580640470027051,381,168,9,179,17,1124,2633.14,1929.21,980.81,716.63,11031.35,1361.94
1200203,AC,Norte,Cruzeiro do Sul,cruzeiro_do_sul,98916,medio_50k_100k,2022,31162,7727,11186,0.24796226172902894,0.35896283935562545,1939.02,3107.17,1525.24,1581.93,1.037167921114054,4747,2980,168,1436,479,9579,3813.31,1982.2,2061.38,755.84,4686.71,1345.43
1200252,AC,Norte,Epitaciolândia,epitaciolandia,19874,pequeno_10k_50k,2022,7277,1192,2776,0.16380376528789337,0.3814758829187852,1981.9,3665.69,1470.63,2195.06,1.49259841020515,946,247,19,717,107,2398,3982.64,2452.09,2968.24,826.08,5795.87,1796.14
1200302,AC,Norte,Feijó,feijo,37764,pequeno_10k_50k,2022,9264,2063,3141,0.22268998272884283,0.3390544041450777,1506.11,2581.47,1131.42,1450.0499999999997,1.2816195577239218,1001,1062,43,945,300,2738,3134.87,2059.97,1793.77,677.25,4004.7,1086.82
1200328,AC,Norte,Jordão,jordao,9884,muito_pequeno_ate_10k,2022,2215,1013,539,0.45733634311512417,0.2433408577878104,1645.23,2076.05,900.24,1175.8100000000002,1.3061072602861459,535,478,22,124,43,466,2440.92,1667.93,1085.64,418.76,4147.0,1622.46
1200336,AC,Norte,Mâncio Lima,mancio_lima,20479,pequeno_10k_50k,2022,5697,1563,1509,0.2743549236440232,0.26487625065824116,1473.18,2697.98,1117.0,1580.98,1.41538048343778,1233,331,10,259,63,2262,2994.85,1591.35,878.91,659.5,6402.4,788.19
1200344,AC,Norte,Manoel Urbano,manoel_urbano,12923,pequeno_10k_50k,2022,3073,644,922,0.20956719817767655,0.30003254149040026,1488.89,2259.01,1389.59,869.4200000000003,0.625666563518736,280,364,25,492,62,918,2865.49,1793.25,2450.87,885.07,4304.03,1108.18
1200351,AC,Norte,Marechal Thaumaturgo,marechal_thaumaturgo,18057,pequeno_10k_50k,2022,4339,1355,825,0.3122839363908735,0.19013597603134363,1285.47,2022.95,1003.92,1019.0300000000001,1.015051000079688,856,499,6,346,70,1736,2208.2,1705.31,8300.0,470.12,4709.61,844.32
1200385,AC,Norte,Plácido de Castro,placido_de_castro,17107,pequeno_10k_50k,2022,5826,1588,1984,0.2725712324064538,0.3405423961551665,1858.24,2558.89,1474.49,1084.3999999999999,0.7354407286587226,915,673,47,272,115,1765,2926.46,2058.66,6333.09,697.13,5729.75,1435.7
1200393,AC,Norte,Porto Walter,porto_walter,11333,pequeno_10k_50k,2022,2918,1286,382,0.4407128169979438,0.13091158327621658,1462.05,1901.04,934.1,966.9399999999999,1.035156835456589,543,742,32,66,39,1096,2324.37,1591.17,1085.88,581.93,4551.6,1031.28
1200401,AC,Norte,Rio Branco,rio_branco,389001,grande_acima_100k,2022,149601,33827,66813,0.22611479869786966,0.4466079772194036,2705.32,4885.17,1938.14,2947.0299999999997,1.5205454714313724,28923,4904,947,7354,2764,36093,5100.15,3617.31,2425.08,920.79,6190.32,2021.36
1200427,AC,Norte,Rodrigues Alves,rodrigues_alves,15560,pequeno_10k_50k,2022,4099,1433,894,0.34959746279580384,0.21810197609172968,1447.53,2276.7,990.64,1286.06,1.2982112573689735,777,657,18,272,31,1376,2665.67,1816.83,1516.4,532.22,3743.23,892.04
1200435,AC,Norte,Santa Rosa do Purus,santa_rosa_do_purus,7217,muito_pequeno_ate_10k,2022,1295,454,506,0.35057915057915057,0.3907335907335907,1675.67,1842.89,1474.41,368.48,0.24991691591890985,348,106,21,9,37,246,1811.37,1946.51,889.87,687.88,4565.18,1221.35
1200450,AC,Norte,Senador Guiomard,senador_guiomard,22402,pequeno_10k_50k,2022,7525,1536,3084,0.20411960132890367,0.40983388704318935,1800.06,2938.07,1438.01,1500.0600000000002,1.0431499085541827,1044,492,12,585,123,2122,3278.19,2217.06,1800.0,811.66,3054.0,1625.3
1200500,AC,Norte,Sena Madureira,sena_madureira,44049,pequeno_10k_50k,2022,11534,3110,3974,0.26963759320270503,0.3445465580024276,1973.55,2958.3,1428.37,1529.9300000000003,1.0711020253855796,2080,1030,103,1383,194,2770,3436.92,1991.37,1368.72,735.59,8106.61,1860.4
1200609,AC,Norte,Tarauacá,tarauaca,46816,pequeno_10k_50k,2022,9038,2442,3485,0.27019252046913034,0.38559415799955743,1829.68,2873.43,1255.78,1617.6499999999999,1.2881635318288236,1521,921,56,900,280,1865,3620.37,1639.25,1995.31,675.21,5434.73,1516.47
1200708,AC,Norte,Xapuri,xapuri,19170,pequeno_10k_50k,2022,6307,1168,2524,0.18519105755509752,0.40019026478515934,1662.51,2907.68,1299.18,1608.4999999999998,1.2380886405271014,1018,150,23,652,142,1791,3005.19,2247.17,2060.52,691.68,4419.84,1480.25
1200807,AC,Norte,Porto Acre,porto_acre,17523,pequeno_10k_50k,2022,5064,1086,1767,0.21445497630331753,0.34893364928909953,1386.65,2053.71,1165.97,887.74,0.761374649433519,492,593,37,493,80,1597,2547.21,1644.3,1744.73,588.32,4267.27,1258.06
1300029,AM,Norte,Alvarães,alvaraes,16806,pequeno_10k_50k,2022,4178,1250,515,0.29918621349928193,0.12326471996170417,1206.06,1931.65,1112.51,819.1400000000001,0.7362989995595546,649,601,14,113,33,2240,2188.25,1654.78,619.79,587.63,4024.13,783.74
1300060,AM,Norte,Amaturá,amatura,11533,pequeno_10k_50k,2022,2390,994,456,0.41589958158995816,0.1907949790794979,1681.92,2165.45,933.82,1231.6299999999997,1.318915851020539,354,640,1,30,18,891,2770.48,1831.07,2600.0,479.18,19429.08,1212.75
1300086,AM,Norte,Anamã,anama,9981,muito_pequeno_ate_10k,2022,3188,950,402,0.29799247176913424,0.1260978670012547,1189.11,2009.12,1004.07,1005.0499999999998,1.0009760275677988,453,497,17,139,32,1643,2722.48,1359.09,1184.75,629.99,3514.99,762.47
1300102,AM,Norte,Anori,anori,18056,pequeno_10k_50k,2022,4674,1035,1090,0.2214377406931964,0.23320496362858364,1442.67,1793.7,948.56,845.1400000000001,0.8909715779708192,555,481,,196,90,2261,1986.26,1571.48,,646.99,8588.07,1300.38
1300144,AM,Norte,Apuí,apui,21781,pequeno_10k_50k,2022,6997,1088,2809,0.1554952122338145,0.401457767614692,2219.0,3513.28,1601.03,1912.2500000000002,1.194387363134982,897,192,10,405,221,2464,3592.09,3144.39,3000.0,950.82,5209.36,2288.35
1300201,AM,Norte,Atalaia do Norte,atalaia_do_norte,15889,pequeno_10k_50k,2022,3090,1618,494,0.5236245954692557,0.15987055016181229,1974.4,2154.74,1952.54,202.19999999999982,0.10355741751769476,446,1172,23,101,63,780,2332.15,2087.31,1238.02,758.22,1800.57,1818.48
1300300,AM,Norte,Autazes,autazes,45960,pequeno_10k_50k,2022,11293,2534,3217,0.22438678827592315,0.2848667316036483,1418.47,2137.49,1128.83,1008.6599999999999,0.8935446435690051,1092,1443,19,358,120,5034,2281.7,2028.39,805.57,528.03,4377.28,1237.33
1300409,AM,Norte,Barcelos,barcelos,18210,pequeno_10k_50k,2022,4126,1151,925,0.2789626757149782,0.224188075618032,1718.09,2092.67,1491.47,601.2,0.4030922512688824,872,279,71,80,61,1575,2321.11,1379.42,833.48,659.44,11756.26,1027.77
1300508,AM,Norte,Barreirinha,barreirinha,33722,pequeno_10k_50k,2022,7630,2970,1517,0.3892529488859764,0.19882044560943643,1316.25,1982.04,982.54,999.5,1.0172613837604576,1011,1959,34,217,96,2796,2544.45,1691.82,910.43,557.92,4001.02,761.19
1300607,AM,Norte,Benjamin Constant,benjamin_constant,40908,pequeno_10k_50k,2022,10015,2903,1596,0.2898652021967049,0.15936095856215676,1535.93,2652.25,1270.57,1381.68,1.0874489402394203,1752,1151,40,223,187,4977,3062.66,2027.74,1168.93,616.53,9745.9,671.13
1300631,AM,Norte,Beruri,beruri,22495,pequeno_10k_50k,2022,4836,1512,1019,0.31265508684863524,0.2107113316790736,1700.42,1896.67,869.45,1027.22,1.181459543389499,849,663,,137,147,2021,2344.25,1323.49,,596.17,15194.15,1064.11
1300680,AM,Norte,Boa Vista do Ramos,boa_vista_do_ramos,26479,pequeno_10k_50k,2022,6782,2156,943,0.31790032438808613,0.13904452963727515,1149.18,1825.09,905.84,919.2499999999999,1.0148039388854544,1021,1135,23,155,35,3470,2090.62,1586.03,1753.37,541.0,4923.84,780.3
1300706,AM,Norte,Boca do Acre,boca_do_acre,38792,pequeno_10k_50k,2022,9706,2424,2964,0.2497424273645168,0.30537811662888936,1636.89,2047.35,1271.72,775.6299999999999,0.6099062686754946,979,1446,79,816,269,3132,3091.89,1340.06,1412.9,782.61,3925.68,1658.1
1300805,AM,Norte,Borba,borba,34869,pequeno_10k_50k,2022,8317,2885,1411,0.34687988457376456,0.16965251893711675,1391.86,1821.48,1212.66,608.8199999999999,0.5020533372915739,2041,844,95,240,70,3605,1975.22,1449.8,741.1,851.34,4290.21,1098.96
1300839,AM,Norte,Caapiranga,caapiranga,14806,pequeno_10k_50k,2022,3040,1189,398,0.39111842105263156,0.13092105263157894,1339.72,1955.34,864.93,1090.4099999999999,1.26069161666262,547,642,40,47,65,1302,2290.35,1669.89,1293.04,419.91,2874.55,880.27
1300904,AM,Norte,Canutama,canutama,18109,pequeno_10k_50k,2022,4178,1510,650,0.3614169459071326,0.1555768310196266,1353.6,1672.15,1254.5,417.6500000000001,0.3329214826624154,605,905,8,218,78,1708,2011.76,1445.2,4000.0,933.22,3549.73,1046.03
1301001,AM,Norte,Carauari,carauari,31130,pequeno_10k_50k,2022,8765,2033,2681,0.23194523673702225,0.305875641756988,1317.24,2046.96,975.31,1071.65,1.0987788498016018,815,1218,33,255,235,3516,2432.49,1788.95,1778.91,468.2,5680.93,919.5
1301100,AM,Norte,Careiro,careiro,32336,pequeno_10k_50k,2022,8845,2869,1933,0.3243640474844545,0.21854154889768232,1578.3,2272.26,1462.81,809.4500000000003,0.5533527935958875,1480,1389,21,175,134,3694,2870.7,1634.69,1547.2,431.31,3028.71,1072.8
1301159,AM,Norte,Careiro da Várzea,careiro_da_varzea,20324,pequeno_10k_50k,2022,5816,1125,1347,0.1934319119669876,0.2316024759284732,1220.87,1971.28,1068.64,902.6399999999999,0.8446623746069768,760,365,1,169,59,3115,2131.44,1637.54,1230.0,604.7,1575.06,1042.47
1301209,AM,Norte,Coari,coari,73576,medio_50k_100k,2022,19281,5443,4697,0.282298635962865,0.24360769669622945,1489.01,2082.49,1275.65,806.8399999999997,0.6324932387410338,3392,2052,48,563,467,8008,2344.36,1649.61,1601.83,712.75,5167.62,1021.34
1301308,AM,Norte,Codajás,codajas,24572,pequeno_10k_50k,2022,6700,1449,1398,0.2162686567164179,0.20865671641791045,1336.82,2172.32,948.73,1223.5900000000001,1.28971361715135,677,772,38,100,114,3601,2490.59,1893.34,635.75,610.34,5849.46,1036.64
